Plot,Date,Species,Tag,StemTag,DBH.cm,Code,Notes,StemID,NaturalArea,ForestType,Genus,Sp,Family,DBH Class
WW-BM,5-Jun,ACESAC,701,1,5.1,A,"POM at 1.27m, swelling at POM",701_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
WW-BM,5-Jun,ACESAC,702,1,3.3,A,POM at 1.28m,702_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
WW-BM,5-Jun,ACESAC,704,1,5.8,N/A,,704_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
WW-BM,5-Jun,ACESAC,705,1,6.7,"A,L",POM at 1.28m,705_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
WW-BM,5-Jun,ACESAC,706,1,11.8,N/A,,706_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,10 to 20
WW-BM,5-Jun,ACESAC,707,1,5.3,L,,707_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
WW-BM,5-Jun,ACESAC,708,1,4.3,L,,708_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
WW-BM,5-Jun,ACESAC,709,1,5.9,L,,709_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
WW-BM,5-Jun,ACESAC,710,1,8.2,P,soft measure used,710_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
WW-BM,5-Jun,ACESAC,711,1,3.1,"L,A",POM at 1.28m,711_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
WW-BM,5-Jun,ACESAC,712,1,3.5,"W,B",soft measure used,712_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
WW-BM,5-Jun,ACESAC,713,1,3.2,"W,A","POM at 1.28m, soft measure used",713_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
WW-BM,5-Jun,ACESAC,715,1,4.6,L,,715_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
WW-BM,5-Jun,ACESAC,716,1,5,L,,716_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
WW-BM,5-Jun,ACESAC,717,1,6.3,L,,717_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
WW-BM,5-Jun,ACESAC,719,1,4.2,L,,719_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
WW-BM,5-Jun,ACESAC,720,1,7.4,A,POM at 1.27m,720_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
WW-BM,5-Jun,ACESAC,721,1,6.2,N/A,,721_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
WW-BM,5-Jun,ACESAC,722,1,12.2,N/A,dead second stem,722_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,10 to 20
WW-BM,5-Jun,ACESAC,725,1,21.4,L,,725_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,20 to 40
WW-BM,5-Jun,ACESAC,726,1,21.1,L,,726_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,20 to 40
WW-BM,5-Jun,ACESAC,727,1,2,M,,727_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
WW-BM,5-Jun,ACESAC,727,2,1.5,M,,727_2,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
WW-BM,5-Jun,ACESAC,728,1,21.8,L,,728_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,20 to 40
WW-BM,5-Jun,ACESAC,729,1,4.2,P,soft measure used,729_1,Working_Woods,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,731,1,1.3,W,soft measure used,731_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,732,1,1.9,N/A,,732_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,733,1,1.8,M,tagged,733_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,,ACESAC,733,2,1.8,"M,W",soft measure used,733_2,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,735,1,1.5,L,,735_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,736,1,4.5,N/A,,736_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,738,1,7.2,N/A,,738_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
GAS-MM,5-Jun,ACESAC,739,1,3.4,L,,739_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,740,1,21.8,N/A,,740_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,20 to 40
GAS-MM,5-Jun,ACESAC,742,1,3.3,L,,742_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,743,1,2.6,L,,743_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,744,1,5.2,N/A,,744_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
GAS-MM,5-Jun,ACESAC,745,1,2.5,L,,745_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,746,1,4,L,,746_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,748,1,2.2,L,,748_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,749,1,5.5,L,,749_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
GAS-MM,5-Jun,ACESAC,750,1,2.6,L,,750_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,751,1,2.7,L,,751_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,752,1,3.4,A,POM at 1.28m,752_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,754,1,3.1,L,,754_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,755,1,2,"B,L",nearly dead,755_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,756,1,1.4,N/A,,756_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,757,1,1.9,L,,757_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,759,1,2,N/A,,759_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,760,1,1.4,W,,760_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,762,1,1.9,N/A,,762_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,763,1,3.8,A,"POM at 1.225, knotty at POM",763_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,764,1,1.5,N/A,lots of dieback,764_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,765,1,3.1,N/A,"branching below POM, < 1cm",765_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,766,1,3.3,L,,766_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,767,1,1.5,N/A,,767_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,768,1,5,L,,768_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,770,1,3.2,N/A,,770_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,771,1,1.5,L,,771_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,772,1,3.9,N/A,,772_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,773,1,1.3,N/A,,773_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,774,1,4.2,N/A,,774_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,778,1,1.8,N/A,,778_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,779,1,1.7,N/A,,779_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,781,1,1.8,N/A,,781_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,782,1,2.3,L,,782_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,784,1,1.1,L,,784_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,787,1,1.5,W,soft measure used,787_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,789,1,1.2,L,,789_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,793,1,3.9,L,,793_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,795,1,1.1,N/A,,795_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,800,1,3.4,N/A,,800_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,802,1,2.4,A,POM at 1.28m,802_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,803,1,13.9,L,slight lean,803_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
GAS-MM,5-Jun,ACESAC,805,1,1.8,L,,805_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,807,1,2.9,N/A,,807_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,5-Jun,ACESAC,808,1,18.7,N/A,,808_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
GAS-MM,5-Jun,ACESAC,820,1,4.8,W,,820_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,825,1,4.8,N/A,,825_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,826,1,2.8,N/A,,826_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,828,1,2.3,N/A,,828_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,829,1,2.8,N/A,,829_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,830,1,2.9,W,soft measure used,830_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,831,1,1.3,N/A,,831_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,832,1,10.2,N/A,,832_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
GAS-MM,11-Jun,ACESAC,833,1,1.9,L,tag may fall,833_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,834,1,5.7,N/A,,834_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
GAS-MM,11-Jun,ACESAC,835,1,4.2,N/A,,835_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,837,1,1.9,N/A,,837_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,838,1,4.6,N/A,,838_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,839,1,2,N/A,,839_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,840,1,4.1,L,slight lean,840_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,842,1,5,N/A,,842_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,843,1,33.1,N/A,,843_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,20 to 40
GAS-MM,11-Jun,ACESAC,845,1,13.3,N/A,,845_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
GAS-MM,11-Jun,ACESAC,848,1,2.2,W,,848_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,850,1,1.9,N/A,,850_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,855,1,3.1,N/A,,855_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,858,1,25.9,N/A,,858_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,20 to 40
GAS-MM,11-Jun,ACESAC,859,1,4.7,N/A,,859_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,862,1,19.3,L,,862_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
GAS-MM,11-Jun,ACESAC,875,1,3.6,N/A,,875_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,878,1,7.5,N/A,,878_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
GAS-MM,11-Jun,ACESAC,881,1,2.5,N/A,,881_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,890,1,5.3,N/A,,890_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
GAS-MM,11-Jun,ACESAC,896,1,8.1,N/A,,896_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
GAS-MM,11-Jun,ACESAC,898,1,11.3,N/A,,898_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
GAS-MM,11-Jun,ACESAC,899,1,7.1,N/A,,899_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
GAS-MM,11-Jun,ACESAC,901,1,3,"M,L",tag well above 1.4m ,901_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,901,2,1.7,"M,L",,901_2,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,907,1,2.8,L,,907_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,909,1,2.9,,,909_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,912,1,4.1,"L,I,A","wrapping around 00911, POM at 1.2m",912_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,913,1,2.6,"M,L",,913_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,11-Jun,ACESAC,913,2,2.2,"M,L",,913_2,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,919,1,3.7,A,POM at 1.28m,919_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,922,1,1.6,L,,922_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,923,1,1.3,L,,923_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,924,1,1.4,W,,924_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,931,1,3.4,N/A,,931_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,932,1,2.4,N/A,,932_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,933,1,2.6,W,,933_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,934,1,1.7,L,branches below POM <1cm,934_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,936,1,2.3,N/A,,936_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,937,1,2,L,"branches below POM <1cm, soft measure used",937_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,939,1,1.1,L,,939_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,940,1,1.2,L,slight lean,940_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,941,1,1.3,W,"branches below POM <1cm, soft measure used",941_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,946,1,2.1,N/A,,946_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,948,1,4,"A,L",POM at 1.25m,948_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,952,1,5.6,N/A,,952_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
GAS-MM,16-Jun,ACESAC,955,1,1.5,"L,A",POM at 1.29m,955_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,957,1,1.4,N/A,,957_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,958,1,2,"I,A",POM at 1.26m,958_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,960,1,3.3,"L,A",POM at 1.28m,960_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,961,1,1.7,L,,961_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,966,1,1.3,L,,966_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,967,1,1.7,W,soft measure used,967_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,968,1,2,N/A,,968_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,969,1,1.3,"M,L",,969_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,969,2,1.2,"M,L",,969_2,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,974,1,1.8,L,,974_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,975,1,2.1,L,,975_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,977,1,1.1,N/A,,977_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,978,1,1,X,,978_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,979,1,1.2,L,,979_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,980,1,1.4,L,,980_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,981,1,6.6,A,POM at 1.26m,981_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
GAS-MM,16-Jun,ACESAC,983,1,1.6,W,soft measure used,983_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
GAS-MM,16-Jun,ACESAC,984,1,5.9,W,soft measure used,984_1,Green_Ash_Swamp (Across from WW),Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
SC-BM-1,16-Jun,ACESAC,989,1,10.5,L,,989_1,Stebbins_Core,Beech_Maple,Acer,saccharum,Sapindaceae,10 to 20
SC-BM-1,16-Jun,ACESAC,990,1,3,"X,L,A",POM at 1.28m,990_1,Stebbins_Core,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
SC-BM-1,16-Jun,ACESAC,994,1,4.4,"M,L",soft measure used,994_1,Stebbins_Core,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
SC-BM-1,16-Jun,ACESAC,994,2,1.8,"M,L",soft measure used,994_2,Stebbins_Core,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
SC-BM-1,16-Jun,ACESAC,995,1,6.2,"I,L",knots at and around POM,995_1,Stebbins_Core,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
SC-BM-1,16-Jun,ACESAC,997,1,3.5,W,,997_1,Stebbins_Core,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
SC-BM-1,16-Jun,ACESAC,998,1,18,L,,998_1,Stebbins_Core,Beech_Maple,Acer,saccharum,Sapindaceae,10 to 20
SC-BM-1,16-Jun,ACESAC,999,1,5.4,L,,999_1,Stebbins_Core,Beech_Maple,Acer,saccharum,Sapindaceae,5.1 to 10
SC-BM-1,16-Jun,ACESAC,1000,1,3.8,L,,1000_1,Stebbins_Core,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
SC-BM-1,16-Jun,ACESAC,1001,1,2.7,L,,1001_1,Stebbins_Core,Beech_Maple,Acer,saccharum,Sapindaceae,0 to 5
